Species,Sign,Reaction,Rate_Expression,,species_name,leading_sign,expression,,,,,,,,,,,,,,
AB40_Oligomer12,-,AB40_plaque_oligomer13_formation,k_O12_O13_forty*AB40_Plaque_Driven_Monomer_Addition_Vmax*AB40_Oligomer12*AB40_Monomer*(AB40_Plaque_unbound/(AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50))*VIS_brain,,AB40_Oligomer12,-,(AB40_Oligomer12 * Microglia_cell_count * (Microglia_Hi_Fract * Microglia_CL_high_AB40 + (1 - Microglia_Hi_Fract) * Microglia_CL_low_AB40)),,,,,,,,,,,,,,
AB40_Oligomer12,+,AB40_fibril24_breakdown,k_F24_O12_forty*k_F24_F23_forty*AB40_Fibril24*VIS_brain,,AB40_Oligomer12,-,(k_O12_O13_forty * AB40_Plaque_Driven_Monomer_Addition_Vmax * AB40_Monomer * AB40_Oligomer12 * (AB40_Plaque_unbound / (AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB40_Oligomer12,-,AB40_Oligomer12_to_PVS,(1 - sigma_ISF_ABeta40_oligomer12)*Q_PVS*AB40_Oligomer12,,AB40_Oligomer12,-,((1 - sigma_ISF_ABeta40_oligomer012) * Q_PVS * AB40_Oligomer12 / vol_brain_ISF),,,,,,,,,,,,,,
AB40_Oligomer12_Antibody_bound,+,AB40_Oligomer12_antibody_binding,fta1*AB40_Oligomer12*Ab_t*VIS_brain,,AB40_Oligomer12_Antibody_bound,-,(AB40_Oligomer12_Antibody_bound * Microglia_cell_count * (Microglia_Hi_Fract * Microglia_CL_high_mab + (1 - Microglia_Hi_Fract) * Microglia_CL_low_mAb)),,,,,,,,,,,,,,
AB40_Oligomer12_Antibody_bound,-,AB40_Oligomer12_Antibody_bound_microglia_clearance,Microglia_Vmax_forty*AB40_Oligomer12_Antibody_bound*Microglia_cell_count*(Microglia_Hi_Fract*Microglia_CL_high_mAb + (1 - Microglia_Hi_Fract)*Microglia_CL_low_mAb)*VIS_brain,,AB40_Oligomer12_Antibody_bound,+,fta1 * Antibody_unbound_ISF * AB40_Oligomer12,,,,,,,,,,,,,,
AB40_Oligomer12_PVS,+,AB40_Oligomer12_to_PVS,(1 - sigma_ISF_ABeta40_oligomer12)*Q_PVS*AB40_Oligomer12,,AB40_Oligomer12_PVS,-,(fta1 * C_Antibody_unbound_PVS * AB40_Oligomer12_PVS),,,,,,,,,,,,,,
AB40_Oligomer12_PVS,-,AB40_Oligomer12_PVS_binding,fta1*AB40_Oligomer12_PVS*C_Antibody_unbound_PVS*V_PVS,,AB40_Oligomer12_PVS,+,(1 - sigma_ISF_ABeta40_oligomer012) * Q_PVS * AB40_Oligomer12 / V_PVS,,,,,,,,,,,,,,
AB40_Oligomer12_PVS,-,AB40_Oligomer12_PVS_clearance,(1 - sigma_PVS_AB40)*Q_PVS*AB40_Oligomer12_PVS,,AB40_Oligomer12_PVS,-,((1 - sigma_PVS_ABeta40) * Q_PVS * AB40_Oligomer12_PVS / V_PVS),,,,,,,,,,,,,,
AB40_Oligomer12_PVS_bound,+,AB40_Oligomer12_PVS_binding,fta1*AB40_Oligomer12_PVS*C_Antibody_unbound_PVS*V_PVS,,AB40_Oligomer12_PVS_bound,+,fta1 * C_Antibody_unbound_PVS * AB40_Oligomer12_PVS,,,,,,,,,,,,,,
AB40_Oligomer12_PVS_bound,-,AB40_Oligomer12_PVS_bound_clearance,(1 - sigma_PVS_AB40_bound)*Q_PVS*AB40_Oligomer12_PVS_bound,,AB40_Oligomer12_PVS_bound,-,((1 - sigma_PVS_ABeta40_bound) * Q_PVS * AB40_Oligomer12_PVS_bound / V_PVS),,,,,,,,,,,,,,
AB40_Oligomer13,+,AB40_Oligomer13_formation,k_O12_O13_forty*AB40_Oligomer12*AB40_Monomer*VIS_brain,,AB40_Oligomer13,+,k_O12_O13_forty * AB40_Monomer * AB40_Oligomer12,,,,,,,,,,,,,,
AB40_Oligomer13,-,AB40_Oligomer13_dissociation,k_O13_O12_forty*AB40_Oligomer13*VIS_brain,,AB40_Oligomer13,-,(k_O13_O12_forty * AB40_Oligomer13),,,,,,,,,,,,,,
AB40_Oligomer13,+,AB40_plaque_oligomer13_formation,k_O12_O13_forty*AB40_Plaque_Driven_Monomer_Addition_Vmax*AB40_Oligomer12*AB40_Monomer*(AB40_Plaque_unbound/(AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50))*VIS_brain,,AB40_Oligomer13,-,(k_O13_O14_forty * AB40_Monomer * AB40_Oligomer13),,,,,,,,,,,,,,
AB40_Oligomer13,-,AB40_Oligomer13_to_plaque,k_O13_Plaque_forty*AB40_Oligomer13*AB40_Monomer*VIS_brain,,AB40_Oligomer13,+,k_O14_O13_forty * AB40_Oligomer14,,,,,,,,,,,,,,
AB40_Oligomer13,-,AB40_Oligomer13_antibody_binding,fta1*AB40_Oligomer13*Ab_t*VIS_brain,,AB40_Oligomer13,+,k_O12_O13_forty * AB40_Plaque_Driven_Monomer_Addition_Vmax * AB40_Monomer * AB40_Oligomer12 * (AB40_Plaque_unbound / (AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50)),,,,,,,,,,,,,,
AB40_Oligomer13,-,AB40_Oligomer13_microglia_clearance,Microglia_Vmax_forty*AB40_Oligomer13*Microglia_cell_count*(Microglia_Hi_Fract*Microglia_CL_high_AB40 + (1 - Microglia_Hi_Fract)*Microglia_CL_low_AB40)*VIS_brain,,AB40_Oligomer13,-,(fta1 * Antibody_unbound_ISF * AB40_Oligomer13),,,,,,,,,,,,,,
AB40_Oligomer13,-,AB40_Oligomer14_formation,k_O13_O14_forty*AB40_Oligomer13*AB40_Monomer*VIS_brain,,AB40_Oligomer13,-,(AB40_Oligomer13 * Microglia_cell_count * (Microglia_Hi_Fract * Microglia_CL_high_AB40 + (1 - Microglia_Hi_Fract) * Microglia_CL_low_AB40)),,,,,,,,,,,,,,
AB40_Oligomer13,+,AB40_Oligomer14_dissociation,k_O14_O13_forty*AB40_Oligomer14*VIS_brain,,AB40_Oligomer13,-,(k_O13_O14_forty * AB40_Plaque_Driven_Monomer_Addition_Vmax * AB40_Monomer * AB40_Oligomer13 * (AB40_Plaque_unbound / (AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB40_Oligomer13,-,AB40_plaque_oligomer14_formation,k_O13_O14_forty*AB40_Plaque_Driven_Monomer_Addition_Vmax*AB40_Oligomer13*AB40_Monomer*(AB40_Plaque_unbound/(AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50))*VIS_brain,,AB40_Oligomer13,-,(K_O13_Plaque_forty * AB40_Oligomer13 * AB40_Monomer),,,,,,,,,,,,,,
AB40_Oligomer13,-,AB40_Oligomer13_to_PVS,(1 - sigma_ISF_ABeta40_oligomer13)*Q_PVS*AB40_Oligomer13,,AB40_Oligomer13,-,((1 - sigma_ISF_ABeta40_oligomer013) * Q_PVS * AB40_Oligomer13 / vol_brain_ISF),,,,,,,,,,,,,,
AB40_Oligomer13_Antibody_bound,+,AB40_Oligomer13_antibody_binding,fta1*AB40_Oligomer13*Ab_t*VIS_brain,,AB40_Oligomer13_Antibody_bound,-,(AB40_Oligomer13_Antibody_bound * Microglia_cell_count * (Microglia_Hi_Fract * Microglia_CL_high_mab + (1 - Microglia_Hi_Fract) * Microglia_CL_low_mAb)),,,,,,,,,,,,,,
AB40_Oligomer13_Antibody_bound,-,AB40_Oligomer13_Antibody_bound_microglia_clearance,Microglia_Vmax_forty*AB40_Oligomer13_Antibody_bound*Microglia_cell_count*(Microglia_Hi_Fract*Microglia_CL_high_mAb + (1 - Microglia_Hi_Fract)*Microglia_CL_low_mAb)*VIS_brain,,AB40_Oligomer13_Antibody_bound,+,fta1 * Antibody_unbound_ISF * AB40_Oligomer13,,,,,,,,,,,,,,
AB40_Oligomer13_PVS,+,AB40_Oligomer13_to_PVS,(1 - sigma_ISF_ABeta40_oligomer13)*Q_PVS*AB40_Oligomer13,,AB40_Oligomer13_PVS,-,(fta1 * C_Antibody_unbound_PVS * AB40_Oligomer13_PVS),,,,,,,,,,,,,,
AB40_Oligomer13_PVS,-,AB40_Oligomer13_PVS_binding,fta1*AB40_Oligomer13_PVS*C_Antibody_unbound_PVS*V_PVS,,AB40_Oligomer13_PVS,+,(1 - sigma_ISF_ABeta40_oligomer013) * Q_PVS * AB40_Oligomer13 / V_PVS,,,,,,,,,,,,,,
AB40_Oligomer13_PVS,-,AB40_Oligomer13_PVS_clearance,(1 - sigma_PVS_AB40)*Q_PVS*AB40_Oligomer13_PVS,,AB40_Oligomer13_PVS,-,((1 - sigma_PVS_ABeta40) * Q_PVS * AB40_Oligomer13_PVS / V_PVS),,,,,,,,,,,,,,
AB40_Oligomer13_PVS_bound,+,AB40_Oligomer13_PVS_binding,fta1*AB40_Oligomer13_PVS*C_Antibody_unbound_PVS*V_PVS,,AB40_Oligomer13_PVS_bound,+,fta1 * C_Antibody_unbound_PVS * AB40_Oligomer13_PVS,,,,,,,,,,,,,,
AB40_Oligomer13_PVS_bound,-,AB40_Oligomer13_PVS_bound_clearance,(1 - sigma_PVS_AB40_bound)*Q_PVS*AB40_Oligomer13_PVS_bound,,AB40_Oligomer13_PVS_bound,-,((1 - sigma_PVS_ABeta40_bound) * Q_PVS * AB40_Oligomer13_PVS_bound / V_PVS),,,,,,,,,,,,,,
AB40_Oligomer14,+,AB40_Oligomer14_formation,k_O13_O14_forty*AB40_Oligomer13*AB40_Monomer*VIS_brain,,AB40_Oligomer14,+,k_O13_O14_forty * AB40_Monomer * AB40_Oligomer13,,,,,,,,,,,,,,
AB40_Oligomer14,-,AB40_Oligomer14_dissociation,k_O14_O13_forty*AB40_Oligomer14*VIS_brain,,AB40_Oligomer14,-,(k_O14_O13_forty * AB40_Oligomer14),,,,,,,,,,,,,,
AB40_Oligomer14,+,AB40_plaque_oligomer14_formation,k_O13_O14_forty*AB40_Plaque_Driven_Monomer_Addition_Vmax*AB40_Oligomer13*AB40_Monomer*(AB40_Plaque_unbound/(AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50))*VIS_brain,,AB40_Oligomer14,-,(k_O14_O15_forty * AB40_Monomer * AB40_Oligomer14),,,,,,,,,,,,,,
AB40_Oligomer14,-,AB40_Oligomer14_to_plaque,k_O14_Plaque_forty*AB40_Oligomer14*AB40_Monomer*VIS_brain,,AB40_Oligomer14,+,k_O15_O14_forty * AB40_Oligomer15,,,,,,,,,,,,,,
AB40_Oligomer14,-,AB40_Oligomer14_antibody_binding,fta1*AB40_Oligomer14*Ab_t*VIS_brain,,AB40_Oligomer14,+,k_O13_O14_forty * AB40_Plaque_Driven_Monomer_Addition_Vmax * AB40_Monomer * AB40_Oligomer13 * (AB40_Plaque_unbound / (AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50)),,,,,,,,,,,,,,
AB40_Oligomer14,-,AB40_Oligomer14_microglia_clearance,Microglia_Vmax_forty*AB40_Oligomer14*Microglia_cell_count*(Microglia_Hi_Fract*Microglia_CL_high_AB40 + (1 - Microglia_Hi_Fract)*Microglia_CL_low_AB40)*VIS_brain,,AB40_Oligomer14,-,(fta1 * Antibody_unbound_ISF * AB40_Oligomer14),,,,,,,,,,,,,,
AB40_Oligomer14,-,AB40_Oligomer15_formation,k_O14_O15_forty*AB40_Oligomer14*AB40_Monomer*VIS_brain,,AB40_Oligomer14,-,(AB40_Oligomer14 * Microglia_cell_count * (Microglia_Hi_Fract * Microglia_CL_high_AB40 + (1 - Microglia_Hi_Fract) * Microglia_CL_low_AB40)),,,,,,,,,,,,,,
AB40_Oligomer14,+,AB40_Oligomer15_dissociation,k_O15_O14_forty*AB40_Oligomer15*VIS_brain,,AB40_Oligomer14,-,(k_O14_O15_forty * AB40_Plaque_Driven_Monomer_Addition_Vmax * AB40_Monomer * AB40_Oligomer14 * (AB40_Plaque_unbound / (AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB40_Oligomer14,-,AB40_plaque_oligomer15_formation,k_O14_O15_forty*AB40_Plaque_Driven_Monomer_Addition_Vmax*AB40_Oligomer14*AB40_Monomer*(AB40_Plaque_unbound/(AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50))*VIS_brain,,AB40_Oligomer14,-,(K_O14_Plaque_forty * AB40_Oligomer14 * AB40_Monomer),,,,,,,,,,,,,,
AB40_Oligomer14,-,AB40_Oligomer14_to_PVS,(1 - sigma_ISF_ABeta40_oligomer14)*Q_PVS*AB40_Oligomer14,,AB40_Oligomer14,-,((1 - sigma_ISF_ABeta40_oligomer014) * Q_PVS * AB40_Oligomer14 / vol_brain_ISF),,,,,,,,,,,,,,
AB40_Oligomer14_Antibody_bound,+,AB40_Oligomer14_antibody_binding,fta1*AB40_Oligomer14*Ab_t*VIS_brain,,AB40_Oligomer14_Antibody_bound,-,(AB40_Oligomer14_Antibody_bound * Microglia_cell_count * (Microglia_Hi_Fract * Microglia_CL_high_mab + (1 - Microglia_Hi_Fract) * Microglia_CL_low_mAb)),,,,,,,,,,,,,,
AB40_Oligomer14_Antibody_bound,-,AB40_Oligomer14_Antibody_bound_microglia_clearance,Microglia_Vmax_forty*AB40_Oligomer14_Antibody_bound*Microglia_cell_count*(Microglia_Hi_Fract*Microglia_CL_high_mAb + (1 - Microglia_Hi_Fract)*Microglia_CL_low_mAb)*VIS_brain,,AB40_Oligomer14_Antibody_bound,+,fta1 * Antibody_unbound_ISF * AB40_Oligomer14,,,,,,,,,,,,,,
AB40_Oligomer14_PVS,+,AB40_Oligomer14_to_PVS,(1 - sigma_ISF_ABeta40_oligomer14)*Q_PVS*AB40_Oligomer14,,AB40_Oligomer14_PVS,-,(fta1 * C_Antibody_unbound_PVS * AB40_Oligomer14_PVS),,,,,,,,,,,,,,
AB40_Oligomer14_PVS,-,AB40_Oligomer14_PVS_binding,fta1*AB40_Oligomer14_PVS*C_Antibody_unbound_PVS*V_PVS,,AB40_Oligomer14_PVS,+,(1 - sigma_ISF_ABeta40_oligomer014) * Q_PVS * AB40_Oligomer14 / V_PVS,,,,,,,,,,,,,,
AB40_Oligomer14_PVS,-,AB40_Oligomer14_PVS_clearance,(1 - sigma_PVS_AB40)*Q_PVS*AB40_Oligomer14_PVS,,AB40_Oligomer14_PVS,-,((1 - sigma_PVS_ABeta40) * Q_PVS * AB40_Oligomer14_PVS / V_PVS),,,,,,,,,,,,,,
AB40_Oligomer14_PVS_bound,+,AB40_Oligomer14_PVS_binding,fta1*AB40_Oligomer14_PVS*C_Antibody_unbound_PVS*V_PVS,,AB40_Oligomer14_PVS_bound,+,fta1 * C_Antibody_unbound_PVS * AB40_Oligomer14_PVS,,,,,,,,,,,,,,
AB40_Oligomer14_PVS_bound,-,AB40_Oligomer14_PVS_bound_clearance,(1 - sigma_PVS_AB40_bound)*Q_PVS*AB40_Oligomer14_PVS_bound,,AB40_Oligomer14_PVS_bound,-,((1 - sigma_PVS_ABeta40_bound) * Q_PVS * AB40_Oligomer14_PVS_bound / V_PVS),,,,,,,,,,,,,,
AB40_Oligomer15,+,AB40_Oligomer15_formation,k_O14_O15_forty*AB40_Oligomer14*AB40_Monomer*VIS_brain,,AB40_Oligomer15,+,k_O14_O15_forty * AB40_Monomer * AB40_Oligomer14,,,,,,,,,,,,,,
AB40_Oligomer15,-,AB40_Oligomer15_dissociation,k_O15_O14_forty*AB40_Oligomer15*VIS_brain,,AB40_Oligomer15,-,(k_O15_O14_forty * AB40_Oligomer15),,,,,,,,,,,,,,
AB40_Oligomer15,+,AB40_plaque_oligomer15_formation,k_O14_O15_forty*AB40_Plaque_Driven_Monomer_Addition_Vmax*AB40_Oligomer14*AB40_Monomer*(AB40_Plaque_unbound/(AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50))*VIS_brain,,AB40_Oligomer15,-,(k_O15_O16_forty * AB40_Monomer * AB40_Oligomer15),,,,,,,,,,,,,,
AB40_Oligomer15,-,AB40_Oligomer15_to_plaque,k_O15_Plaque_forty*AB40_Oligomer15*AB40_Monomer*VIS_brain,,AB40_Oligomer15,+,k_O16_O15_forty * AB40_Oligomer16,,,,,,,,,,,,,,
AB40_Oligomer15,-,AB40_Oligomer15_antibody_binding,fta1*AB40_Oligomer15*Ab_t*VIS_brain,,AB40_Oligomer15,+,k_O14_O15_forty * AB40_Plaque_Driven_Monomer_Addition_Vmax * AB40_Monomer * AB40_Oligomer14 * (AB40_Plaque_unbound / (AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50)),,,,,,,,,,,,,,
AB40_Oligomer15,-,AB40_Oligomer15_microglia_clearance,Microglia_Vmax_forty*AB40_Oligomer15*Microglia_cell_count*(Microglia_Hi_Fract*Microglia_CL_high_AB40 + (1 - Microglia_Hi_Fract)*Microglia_CL_low_AB40)*VIS_brain,,AB40_Oligomer15,-,(fta1 * Antibody_unbound_ISF * AB40_Oligomer15),,,,,,,,,,,,,,
AB40_Oligomer15,-,AB40_Oligomer16_formation,k_O15_O16_forty*AB40_Oligomer15*AB40_Monomer*VIS_brain,,AB40_Oligomer15,-,(AB40_Oligomer15 * Microglia_cell_count * (Microglia_Hi_Fract * Microglia_CL_high_AB40 + (1 - Microglia_Hi_Fract) * Microglia_CL_low_AB40)),,,,,,,,,,,,,,
AB40_Oligomer15,+,AB40_Oligomer16_dissociation,k_O16_O15_forty*AB40_Oligomer16*VIS_brain,,AB40_Oligomer15,-,(k_O15_O16_forty * AB40_Plaque_Driven_Monomer_Addition_Vmax * AB40_Monomer * AB40_Oligomer15 * (AB40_Plaque_unbound / (AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB40_Oligomer15,-,AB40_plaque_oligomer16_formation,k_O15_O16_forty*AB40_Plaque_Driven_Monomer_Addition_Vmax*AB40_Oligomer15*AB40_Monomer*(AB40_Plaque_unbound/(AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50))*VIS_brain,,AB40_Oligomer15,-,(K_O15_Plaque_forty * AB40_Oligomer15 * AB40_Monomer),,,,,,,,,,,,,,
AB40_Oligomer15,-,AB40_Oligomer15_to_PVS,(1 - sigma_ISF_ABeta40_oligomer15)*Q_PVS*AB40_Oligomer15,,AB40_Oligomer15,-,((1 - sigma_ISF_ABeta40_oligomer015) * Q_PVS * AB40_Oligomer15 / vol_brain_ISF),,,,,,,,,,,,,,
AB40_Oligomer15_Antibody_bound,+,AB40_Oligomer15_antibody_binding,fta1*AB40_Oligomer15*Ab_t*VIS_brain,,AB40_Oligomer15_Antibody_bound,-,(AB40_Oligomer15_Antibody_bound * Microglia_cell_count * (Microglia_Hi_Fract * Microglia_CL_high_mab + (1 - Microglia_Hi_Fract) * Microglia_CL_low_mAb)),,,,,,,,,,,,,,
AB40_Oligomer15_Antibody_bound,-,AB40_Oligomer15_Antibody_bound_microglia_clearance,Microglia_Vmax_forty*AB40_Oligomer15_Antibody_bound*Microglia_cell_count*(Microglia_Hi_Fract*Microglia_CL_high_mAb + (1 - Microglia_Hi_Fract)*Microglia_CL_low_mAb)*VIS_brain,,AB40_Oligomer15_Antibody_bound,+,fta1 * Antibody_unbound_ISF * AB40_Oligomer15,,,,,,,,,,,,,,
AB40_Oligomer15_PVS,+,AB40_Oligomer15_to_PVS,(1 - sigma_ISF_ABeta40_oligomer15)*Q_PVS*AB40_Oligomer15,,AB40_Oligomer15_PVS,-,(fta1 * C_Antibody_unbound_PVS * AB40_Oligomer15_PVS),,,,,,,,,,,,,,
AB40_Oligomer15_PVS,-,AB40_Oligomer15_PVS_binding,fta1*AB40_Oligomer15_PVS*C_Antibody_unbound_PVS*V_PVS,,AB40_Oligomer15_PVS,+,(1 - sigma_ISF_ABeta40_oligomer015) * Q_PVS * AB40_Oligomer15 / V_PVS,,,,,,,,,,,,,,
AB40_Oligomer15_PVS,-,AB40_Oligomer15_PVS_clearance,(1 - sigma_PVS_AB40)*Q_PVS*AB40_Oligomer15_PVS,,AB40_Oligomer15_PVS,-,((1 - sigma_PVS_ABeta40) * Q_PVS * AB40_Oligomer15_PVS / V_PVS),,,,,,,,,,,,,,
AB40_Oligomer15_PVS_bound,+,AB40_Oligomer15_PVS_binding,fta1*AB40_Oligomer15_PVS*C_Antibody_unbound_PVS*V_PVS,,AB40_Oligomer15_PVS_bound,+,fta1 * C_Antibody_unbound_PVS * AB40_Oligomer15_PVS,,,,,,,,,,,,,,
AB40_Oligomer15_PVS_bound,-,AB40_Oligomer15_PVS_bound_clearance,(1 - sigma_PVS_AB40_bound)*Q_PVS*AB40_Oligomer15_PVS_bound,,AB40_Oligomer15_PVS_bound,-,((1 - sigma_PVS_ABeta40_bound) * Q_PVS * AB40_Oligomer15_PVS_bound / V_PVS),,,,,,,,,,,,,,
AB40_Oligomer16,+,AB40_Oligomer16_formation,k_O15_O16_forty*AB40_Oligomer15*AB40_Monomer*VIS_brain,,AB40_Oligomer16,+,k_F17_O16_forty * AB40_Fibril17,,,,,,,,,,,,,,
AB40_Oligomer16,-,AB40_Oligomer16_dissociation,k_O16_O15_forty*AB40_Oligomer16*VIS_brain,,AB40_Oligomer16,+,k_O15_O16_forty * AB40_Monomer * AB40_Oligomer15,,,,,,,,,,,,,,
AB40_Oligomer16,+,AB40_plaque_oligomer16_formation,k_O15_O16_forty*AB40_Plaque_Driven_Monomer_Addition_Vmax*AB40_Oligomer15*AB40_Monomer*(AB40_Plaque_unbound/(AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50))*VIS_brain,,AB40_Oligomer16,-,(k_O16_O15_forty * AB40_Oligomer16),,,,,,,,,,,,,,
AB40_Oligomer16,-,AB40_Oligomer16_to_plaque,k_O16_Plaque_forty*AB40_Oligomer16*AB40_Monomer*VIS_brain,,AB40_Oligomer16,-,(k_O16_F17_forty * AB40_Monomer * AB40_Oligomer16),,,,,,,,,,,,,,
AB40_Oligomer16,-,AB40_Oligomer16_antibody_binding,fta1*AB40_Oligomer16*Ab_t*VIS_brain,,AB40_Oligomer16,+,k_O15_O16_forty * AB40_Plaque_Driven_Monomer_Addition_Vmax * AB40_Monomer * AB40_Oligomer15 * (AB40_Plaque_unbound / (AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50)),,,,,,,,,,,,,,
AB40_Oligomer16,-,AB40_Oligomer16_microglia_clearance,Microglia_Vmax_forty*AB40_Oligomer16*Microglia_cell_count*(Microglia_Hi_Fract*Microglia_CL_high_AB40 + (1 - Microglia_Hi_Fract)*Microglia_CL_low_AB40)*VIS_brain,,AB40_Oligomer16,-,(fta1 * Antibody_unbound_ISF * AB40_Oligomer16),,,,,,,,,,,,,,
AB40_Oligomer16,-,AB40_Fibril17_formation_from_oligomer,k_O16_F17_forty*AB40_Oligomer16*AB40_Monomer*VIS_brain,,AB40_Oligomer16,-,(k_O16_F17_forty * AB40_Plaque_Driven_Monomer_Addition_Vmax * AB40_Monomer * AB40_Oligomer16 * (AB40_Plaque_unbound / (AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50))),,,,,,,,,,,,,,
AB40_Oligomer16,+,AB40_Fibril17_dissociation_to_oligomer,k_F17_O16_forty*AB40_Fibril17*VIS_brain,,AB40_Oligomer16,-,(AB40_Oligomer16 * Microglia_cell_count * (Microglia_Hi_Fract * Microglia_CL_high_AB40 + (1 - Microglia_Hi_Fract) * Microglia_CL_low_AB40)),,,,,,,,,,,,,,
AB40_Oligomer16,-,AB40_Fibril17_plaque_driven_formation,k_O16_F17_forty*AB40_Plaque_Driven_Monomer_Addition_Vmax*AB40_Monomer*AB40_Oligomer16*(AB40_Plaque_unbound/(AB40_Plaque_unbound + AB40_Plaque_Driven_Monomer_Addition_EC50))*VIS_brain,,AB40_Oligomer16,-,(K_O16_Plaque_forty * AB40_Oligomer16 * AB40_Monomer),,,,,,,,,,,,,,
AB40_Oligomer16,-,AB40_Oligomer16_to_PVS,(1 - sigma_ISF_ABeta40_oligomer16)*Q_PVS*AB40_Oligomer16,,AB40_Oligomer16,-,((1 - sigma_ISF_ABeta40_oligomer016) * Q_PVS * AB40_Oligomer16 / vol_brain_ISF),,,,,,,,,,,,,,
AB40_Oligomer16_Antibody_bound,+,AB40_Oligomer16_antibody_binding,fta1*AB40_Oligomer16*Ab_t*VIS_brain,,AB40_Oligomer16_Antibody_bound,-,(AB40_Oligomer16_Antibody_bound * Microglia_cell_count * (Microglia_Hi_Fract * Microglia_CL_high_mab + (1 - Microglia_Hi_Fract) * Microglia_CL_low_mAb)),,,,,,,,,,,,,,
AB40_Oligomer16_Antibody_bound,-,AB40_Oligomer16_Antibody_bound_microglia_clearance,Microglia_Vmax_forty*AB40_Oligomer16_Antibody_bound*Microglia_cell_count*(Microglia_Hi_Fract*Microglia_CL_high_mAb + (1 - Microglia_Hi_Fract)*Microglia_CL_low_mAb)*VIS_brain,,AB40_Oligomer16_Antibody_bound,+,fta1 * Antibody_unbound_ISF * AB40_Oligomer16,,,,,,,,,,,,,,
AB40_Oligomer16_PVS,+,AB40_Oligomer16_to_PVS,(1 - sigma_ISF_ABeta40_oligomer16)*Q_PVS*AB40_Oligomer16,,AB40_Oligomer16_PVS,-,(fta1 * C_Antibody_unbound_PVS * AB40_Oligomer16_PVS),,,,,,,,,,,,,,
AB40_Oligomer16_PVS,-,AB40_Oligomer16_PVS_binding,fta1*AB40_Oligomer16_PVS*C_Antibody_unbound_PVS*V_PVS,,AB40_Oligomer16_PVS,+,(1 - sigma_ISF_ABeta40_oligomer016) * Q_PVS * AB40_Oligomer16 / V_PVS,,,,,,,,,,,,,,
AB40_Oligomer16_PVS,-,AB40_Oligomer16_PVS_clearance,(1 - sigma_PVS_AB40)*Q_PVS*AB40_Oligomer16_PVS,,AB40_Oligomer16_PVS,-,((1 - sigma_PVS_ABeta40) * Q_PVS * AB40_Oligomer16_PVS / V_PVS),,,,,,,,,,,,,,
AB40_Oligomer16_PVS_bound,+,AB40_Oligomer16_PVS_binding,fta1*AB40_Oligomer16_PVS*C_Antibody_unbound_PVS*V_PVS,,AB40_Oligomer16_PVS_bound,+,fta1 * C_Antibody_unbound_PVS * AB40_Oligomer16_PVS,,,,,,,,,,,,,,
AB40_Oligomer16_PVS_bound,-,AB40_Oligomer16_PVS_bound_clearance,(1 - sigma_PVS_AB40_bound)*Q_PVS*AB40_Oligomer16_PVS_bound,,AB40_Oligomer16_PVS_bound,-,((1 - sigma_PVS_ABeta40_bound) * Q_PVS * AB40_Oligomer16_PVS_bound / V_PVS),,,,,,,,,,,,,,
AB40_Plaque_Antibody_bound,+,AB40_antibody_plaque_binding,fta3*AB40_Plaque_unbound*Ab_t*VIS_brain,,AB40_Plaque_Antibody_bound,-,(0.5 * AB40_Plaque_Antibody_bound * Microglia_cell_count * (Microglia_Hi_Fract * Microglia_CL_high_mab + (1 - Microglia_Hi_Fract) * Microglia_CL_low_mAb)),,,,,,,,,,,,,,
AB40_Plaque_Antibody_bound,-,AB40_Plaque_Antibody_bound_microglia_clearance,Microglia_Vmax_forty*AB40_Plaque_Antibody_bound*Microglia_cell_count*(Microglia_Hi_Fract*Microglia_CL_high_mAb + (1 - Microglia_Hi_Fract)*Microglia_CL_low_mAb)*VIS_brain,,AB40_Plaque_Antibody_bound,+,fta3 * Antibody_unbound_ISF * AB40_Plaque_unbound,,,,,,,,,,,,,,
AB40_Plaque_bound_PVS,+,AB40_Plaque_binding,fta3*AB40_Plaque_unbound_PVS*C_Antibody_unbound_PVS*V_PVS,,,,,,,,,,,,,,,,,,
